Application Date,Decision Date,Visa Type,Applicant Nationality,Processing Center,Season,Application Complexity,Document Completeness,Expedited Request,Processing Time (Days),Visa Status
2024-06-15,2024-08-03,Tourist,Brazil,Delhi,Peak,1.0,1.0,0.0,49,Approved
2024-04-25,2024-05-16,Tourist,USA,London,Peak,0.0,1.0,0.0,21,Denied
2024-01-02,2024-03-13,Work,Germany,Sydney,Off-Peak,1.0,1.0,0.0,71,Approved
2024-10-12,2024-12-26,Work,India,London,Off-Peak,1.0,1.0,0.0,75,Approved
2024-03-10,2024-03-18,Tourist,USA,Beijing,Off-Peak,0.0,1.0,1.0,8,Approved
2024-07-09,2024-08-12,Business,UK,Berlin,Peak,0.0,0.0,1.0,34,Approved
2024-11-23,2025-01-30,Student,UK,Delhi,Peak,1.0,0.0,1.0,68,Approved
2024-05-17,2024-07-08,Business,Brazil,Delhi,Off-Peak,,0.0,1.0,52,Denied
2024-08-02,2024-09-16,Tourist,Australia,Paris,Peak,1.0,0.0,,45,Approved
2024-01-14,2024-02-20,Student,Brazil,London,Off-Peak,1.0,1.0,1.0,37,Denied
2024-06-10,2024-07-23,Student,India,Sydney,Peak,0.0,1.0,0.0,43,Denied
2024-12-21,2025-02-15,Student,Brazil,Sydney,Off-Peak,1.0,0.0,1.0,56,Denied
2024-07-12,2024-09-12,Work,France,Delhi,Peak,0.0,1.0,1.0,62,Approved
2024-04-09,2024-05-09,Business,China,London,Off-Peak,,1.0,1.0,30,Approved
2024-05-11,2024-05-28,Tourist,Australia,Berlin,Off-Peak,,0.0,1.0,17,Approved
2024-09-29,2024-12-24,Work,UK,Sydney,Peak,,0.0,1.0,86,Approved
2024-10-06,2025-01-13,Work,China,Mumbai,Peak,0.0,0.0,0.0,99,Approved
2024-07-11,2024-08-27,Business,India,London,Peak,1.0,1.0,0.0,47,Denied
2024-05-26,2024-08-01,Work,Germany,Berlin,Peak,0.0,1.0,0.0,67,Approved
2024-12-14,2024-12-28,Tourist,USA,Delhi,Peak,,1.0,1.0,14,Approved
2024-05-26,2024-08-05,Student,USA,Beijing,Peak,,0.0,0.0,71,Approved
2024-05-18,2024-07-21,Student,Germany,Berlin,Off-Peak,1.0,0.0,0.0,64,Approved
2024-04-13,2024-05-23,Business,France,Sydney,Off-Peak,0.0,0.0,0.0,40,Approved
2024-03-12,2024-05-12,Tourist,Australia,Beijing,Peak,1.0,0.0,,61,Approved
2024-04-01,2024-06-19,Work,Brazil,London,Peak,,0.0,1.0,79,Approved
2024-10-17,2024-11-07,Student,UK,London,Off-Peak,0.0,1.0,1.0,21,Approved
2024-11-29,2024-12-21,Tourist,India,Beijing,Peak,0.0,,1.0,22,Approved
2024-06-20,2024-08-12,Student,India,Beijing,Off-Peak,0.0,0.0,1.0,53,Approved
2024-03-19,2024-04-17,Tourist,Brazil,Sydney,Peak,1.0,1.0,1.0,29,Approved
2024-06-14,2024-08-26,Work,India,Delhi,Off-Peak,,0.0,1.0,73,Approved
2024-04-25,2024-06-03,Tourist,USA,Delhi,Off-Peak,0.0,0.0,0.0,39,Denied
2024-08-01,2024-09-26,Student,France,Delhi,Peak,0.0,0.0,1.0,56,Approved
2024-04-30,2024-06-05,Tourist,China,Mumbai,Off-Peak,1.0,1.0,,36,Approved
2024-12-23,2025-03-18,Work,Australia,Delhi,Off-Peak,0.0,0.0,0.0,85,Approved
2024-04-09,2024-05-12,Tourist,India,Beijing,Off-Peak,0.0,0.0,1.0,33,Approved
2024-11-13,2025-02-18,Work,India,Berlin,Peak,,0.0,1.0,97,Approved
2024-04-07,2024-05-31,Business,USA,Mumbai,Peak,0.0,,,54,Denied
2024-11-21,2024-12-01,Tourist,UK,Paris,Peak,0.0,1.0,1.0,10,Approved
2024-10-14,2024-10-17,Tourist,USA,Paris,Off-Peak,0.0,1.0,1.0,3,Approved
2024-05-29,2024-08-25,Work,Brazil,Mumbai,Off-Peak,1.0,0.0,1.0,88,Denied
2024-07-01,2024-08-07,Tourist,China,Delhi,Off-Peak,1.0,1.0,0.0,37,Approved
2024-11-29,2024-12-30,Tourist,Germany,Berlin,Off-Peak,0.0,0.0,0.0,31,Denied
2024-04-01,2024-06-05,Business,China,Beijing,Peak,1.0,0.0,1.0,65,Approved
2024-11-19,2025-02-05,Work,India,London,Off-Peak,1.0,,0.0,78,Denied
2024-07-18,2024-09-25,Work,Brazil,Delhi,Off-Peak,1.0,1.0,1.0,69,Approved
2024-08-21,2024-10-31,Work,UK,Berlin,Peak,0.0,0.0,1.0,71,Approved
2024-04-07,2024-05-24,Business,France,Sydney,Peak,1.0,1.0,0.0,47,Approved
2024-02-18,2024-03-24,Business,Germany,Delhi,Off-Peak,0.0,0.0,1.0,35,Approved
2024-06-12,2024-08-17,Work,UK,Berlin,Peak,1.0,1.0,1.0,66,Approved
2024-10-26,2025-01-06,Work,USA,London,Peak,0.0,0.0,1.0,72,Approved
2024-11-16,2025-01-07,Business,India,London,Peak,0.0,0.0,0.0,52,Approved
2024-01-15,2024-01-31,Tourist,Australia,London,Off-Peak,0.0,0.0,1.0,16,Denied
2024-07-08,2024-09-03,Student,France,Paris,Peak,1.0,1.0,0.0,57,Approved
2024-08-14,2024-10-17,Student,India,Mumbai,Peak,0.0,0.0,1.0,64,Approved
2024-10-16,2024-12-14,Student,Germany,Sydney,Peak,,1.0,0.0,59,Denied
2024-03-19,2024-04-19,Tourist,China,Beijing,Peak,0.0,1.0,0.0,31,Approved
2024-03-28,2024-05-22,Work,Brazil,Beijing,Off-Peak,0.0,1.0,1.0,55,Denied
2024-06-23,2024-08-22,Work,China,Sydney,Off-Peak,0.0,1.0,0.0,60,Approved
2024-01-30,2024-03-13,Business,India,Sydney,Off-Peak,0.0,0.0,0.0,43,Approved
2024-07-02,2024-07-18,Student,Germany,Paris,Off-Peak,0.0,1.0,1.0,16,Approved
2024-08-09,2024-10-03,Business,China,Delhi,Peak,1.0,1.0,0.0,55,Approved
2024-01-09,2024-02-14,Student,Brazil,Berlin,Peak,0.0,1.0,1.0,36,Approved
2024-07-06,2024-07-31,Tourist,Australia,London,Off-Peak,1.0,1.0,0.0,25,Approved
2024-09-16,2024-10-23,Student,India,Paris,Off-Peak,,1.0,0.0,37,Approved
2024-03-05,2024-04-19,Tourist,USA,Delhi,Peak,0.0,0.0,0.0,45,Denied
2024-08-09,2024-11-22,Work,China,Beijing,Off-Peak,1.0,0.0,0.0,105,Denied
2024-08-05,2024-09-22,Business,France,Mumbai,Off-Peak,1.0,0.0,1.0,48,Approved
2024-09-11,2024-11-15,Work,Brazil,Paris,Off-Peak,1.0,1.0,1.0,65,Approved
2024-09-30,2024-11-23,Business,UK,Beijing,Peak,0.0,0.0,0.0,54,Approved
2024-12-29,2025-01-14,Business,Australia,Berlin,Off-Peak,,1.0,0.0,16,Approved
2024-05-06,2024-06-14,Tourist,UK,Delhi,Peak,,0.0,,39,Approved
2024-10-21,2025-01-05,Work,Germany,Paris,Off-Peak,0.0,,0.0,76,Approved
2024-12-04,2025-01-06,Student,China,Beijing,Off-Peak,0.0,1.0,1.0,33,Approved
2024-07-24,2024-09-08,Tourist,China,Sydney,Peak,,0.0,0.0,46,Denied
2024-11-01,2025-01-29,Work,India,London,Peak,0.0,0.0,,89,Approved
2024-02-02,2024-03-26,Student,India,Beijing,Off-Peak,0.0,0.0,1.0,53,Denied
2024-12-27,2025-03-10,Work,USA,London,Off-Peak,1.0,1.0,0.0,73,Approved
2024-05-17,2024-07-13,Business,France,Delhi,Peak,1.0,0.0,1.0,57,Approved
2024-04-23,2024-06-07,Business,France,Mumbai,Off-Peak,0.0,0.0,0.0,45,Approved
2024-11-29,2025-03-19,Work,France,Mumbai,Peak,,0.0,0.0,110,Denied
2024-04-24,2024-05-15,Business,Brazil,Delhi,Off-Peak,0.0,1.0,,21,Approved
2024-03-13,2024-06-13,Work,Germany,Mumbai,Peak,0.0,0.0,0.0,92,Denied
2024-11-07,2025-01-16,Work,Brazil,Delhi,Off-Peak,1.0,1.0,1.0,70,Approved
2024-05-09,2024-06-17,Business,India,London,Peak,0.0,0.0,1.0,39,Approved
2024-05-08,2024-07-30,Work,France,Beijing,Off-Peak,0.0,0.0,0.0,83,Approved
2024-08-03,2024-09-06,Business,Germany,Sydney,Off-Peak,1.0,,0.0,34,Approved
2024-07-28,2024-08-30,Student,Germany,Paris,Off-Peak,0.0,1.0,0.0,33,Approved
2024-11-14,2025-01-23,Work,USA,Mumbai,Off-Peak,0.0,0.0,1.0,70,Approved
2024-06-13,2024-09-07,Work,India,Beijing,Off-Peak,1.0,1.0,0.0,86,Approved
2024-06-13,2024-08-15,Tourist,China,London,Peak,1.0,0.0,0.0,63,Denied
2024-12-08,2024-12-25,Tourist,Australia,Beijing,Peak,0.0,1.0,1.0,17,Approved
2024-11-18,2024-12-30,Business,Brazil,Mumbai,Off-Peak,0.0,0.0,1.0,42,Denied
2024-12-02,2025-01-11,Student,USA,London,Off-Peak,0.0,0.0,1.0,40,Approved
2024-07-12,2024-08-20,Student,France,Mumbai,Off-Peak,1.0,1.0,1.0,39,Approved
2024-07-22,2024-08-30,Business,Australia,Beijing,Off-Peak,1.0,1.0,0.0,39,Approved
2024-12-10,2025-03-13,Work,Australia,Paris,Off-Peak,1.0,0.0,0.0,93,Denied
2024-05-31,2024-08-02,Business,China,Delhi,Off-Peak,1.0,0.0,0.0,63,Approved
2024-09-13,2024-10-16,Student,USA,Beijing,Peak,0.0,1.0,,33,Approved
2024-07-03,2024-07-31,Business,Australia,Delhi,Off-Peak,1.0,1.0,1.0,28,Approved
2024-09-11,2024-09-19,Tourist,USA,Paris,Off-Peak,,1.0,,8,Approved
2024-08-03,2024-09-27,Tourist,India,Delhi,Peak,0.0,,0.0,55,Approved
2024-02-22,2024-04-13,Tourist,Germany,Delhi,Peak,0.0,0.0,0.0,51,Denied
2024-02-16,2024-03-28,Student,USA,Paris,Off-Peak,0.0,0.0,,41,Approved
2024-08-15,2024-09-05,Tourist,India,Mumbai,Off-Peak,0.0,1.0,0.0,21,Approved
2024-01-01,2024-02-09,Student,France,Mumbai,Peak,0.0,1.0,1.0,39,Approved
2024-06-24,2024-08-27,Student,UK,Mumbai,Peak,1.0,1.0,0.0,64,Approved
2024-02-23,2024-04-14,Business,USA,Sydney,Off-Peak,1.0,0.0,0.0,51,Denied
2024-04-13,2024-05-16,Student,USA,Sydney,Off-Peak,,1.0,1.0,33,Approved
2024-05-09,2024-06-14,Student,UK,London,Off-Peak,1.0,1.0,,36,Denied
2024-03-05,2024-06-09,Work,Germany,Beijing,Peak,1.0,0.0,1.0,96,Approved
2024-03-26,2024-06-21,Work,Brazil,Paris,Off-Peak,1.0,0.0,1.0,87,Denied
2024-01-28,2024-03-17,Business,India,Delhi,Off-Peak,1.0,1.0,0.0,49,Denied
2024-02-03,2024-03-16,Business,UK,Mumbai,Peak,1.0,1.0,1.0,42,Approved
2024-01-27,2024-03-29,Business,Germany,Delhi,Peak,1.0,0.0,1.0,62,Denied
2024-12-11,2025-01-18,Tourist,China,Delhi,Off-Peak,1.0,1.0,0.0,38,Approved
2024-11-20,2024-12-11,Business,Germany,Sydney,Off-Peak,0.0,1.0,,21,Approved
2024-11-11,2025-01-02,Student,USA,Beijing,Peak,1.0,1.0,1.0,52,Approved
2024-07-31,2024-09-06,Business,Brazil,London,Peak,1.0,1.0,1.0,37,Approved
2024-01-28,2024-02-08,Tourist,USA,London,Peak,0.0,1.0,1.0,11,Approved
2024-02-19,2024-03-31,Student,Australia,Delhi,Off-Peak,0.0,1.0,0.0,41,Approved
2024-12-16,2025-01-10,Tourist,USA,London,Off-Peak,1.0,1.0,0.0,25,Denied
2024-02-26,2024-03-01,Business,Australia,Berlin,Off-Peak,0.0,1.0,1.0,4,Approved
2024-10-31,2025-01-21,Work,USA,Sydney,Peak,1.0,1.0,0.0,82,Denied
2024-02-27,2024-05-28,Work,Brazil,Beijing,Off-Peak,,,0.0,91,Approved
2024-04-13,2024-05-29,Work,India,Sydney,Off-Peak,0.0,1.0,1.0,46,Approved
2024-08-21,2024-10-03,Student,USA,Paris,Peak,0.0,1.0,0.0,43,Approved
2024-09-11,2024-11-18,Work,Brazil,Mumbai,Off-Peak,1.0,1.0,1.0,68,Denied
2024-10-04,2024-11-24,Student,Germany,Sydney,Peak,0.0,0.0,1.0,51,Approved
2024-08-11,2024-10-17,Student,USA,Berlin,Off-Peak,1.0,0.0,0.0,67,Approved
2024-03-20,2024-04-29,Business,Australia,Beijing,Peak,1.0,1.0,1.0,40,Approved
2024-10-27,2024-12-09,Tourist,Brazil,Delhi,Peak,0.0,0.0,1.0,43,Approved
2024-01-31,2024-03-16,Tourist,Australia,Beijing,Peak,1.0,1.0,0.0,45,Denied
2024-04-10,2024-06-21,Work,UK,London,Peak,0.0,0.0,1.0,72,Approved
2024-07-12,2024-08-20,Business,India,London,Peak,1.0,1.0,1.0,39,Approved
2024-08-01,2024-10-07,Business,China,Delhi,Peak,1.0,0.0,1.0,67,Denied
2024-11-03,2024-11-10,Business,Germany,Sydney,Off-Peak,0.0,1.0,1.0,7,Approved
2024-03-16,2024-05-02,Business,China,Berlin,Off-Peak,0.0,0.0,0.0,47,Approved
2024-04-15,2024-07-12,Work,Australia,Beijing,Peak,1.0,1.0,0.0,88,Approved
2024-03-19,2024-04-09,Business,France,Berlin,Off-Peak,1.0,1.0,1.0,21,Approved
2024-01-03,2024-03-01,Student,Brazil,Delhi,Peak,,,1.0,58,Approved
2024-09-23,2024-11-05,Student,USA,London,Off-Peak,1.0,,0.0,43,Approved
2024-05-17,2024-07-09,Student,India,Paris,Off-Peak,0.0,0.0,0.0,53,Approved
2024-01-01,2024-03-04,Business,India,Beijing,Peak,0.0,0.0,0.0,63,Approved
2024-12-25,2025-01-22,Business,Australia,Paris,Off-Peak,,0.0,1.0,28,Approved
2024-02-10,2024-05-22,Work,China,Mumbai,Off-Peak,1.0,0.0,0.0,102,Approved
2024-03-02,2024-05-27,Work,Brazil,Berlin,Peak,,1.0,0.0,86,Approved
2024-11-07,2025-01-20,Work,China,Delhi,Off-Peak,0.0,0.0,1.0,74,Denied
2024-04-11,2024-06-17,Work,USA,London,Peak,0.0,1.0,0.0,67,Approved
2024-10-24,2024-11-21,Business,China,London,Off-Peak,1.0,1.0,1.0,28,Approved
2024-01-07,2024-02-16,Tourist,Australia,Beijing,Peak,1.0,1.0,0.0,40,Denied
2024-06-26,2024-08-01,Tourist,Brazil,Berlin,Off-Peak,0.0,0.0,0.0,36,Denied
2024-06-22,2024-08-07,Student,China,Mumbai,Off-Peak,1.0,,1.0,46,Approved
2024-09-09,2024-11-18,Work,Australia,Beijing,Peak,0.0,1.0,0.0,70,Approved
2024-04-08,2024-05-17,Business,India,Mumbai,Peak,0.0,1.0,,39,Approved
2024-02-26,2024-04-26,Tourist,China,Berlin,Peak,1.0,0.0,,60,Approved
2024-10-02,2024-11-29,Work,China,London,Off-Peak,0.0,1.0,0.0,58,Approved
2024-08-02,2024-10-05,Student,Australia,London,Peak,,0.0,0.0,64,Approved
2024-11-27,2025-01-12,Student,UK,Paris,Peak,1.0,1.0,1.0,46,Approved
2024-10-30,2025-01-29,Work,Australia,London,Off-Peak,1.0,0.0,0.0,91,Approved
2024-08-21,2024-10-01,Student,UK,Berlin,Peak,,1.0,0.0,41,Approved
2024-06-12,2024-08-09,Business,USA,Mumbai,Peak,0.0,0.0,,58,Denied
2024-02-21,2024-05-21,Student,China,Beijing,Peak,1.0,0.0,0.0,90,Approved
2024-10-16,2024-12-20,Student,France,Mumbai,Peak,1.0,1.0,0.0,65,Approved
2024-03-12,2024-04-24,Tourist,Brazil,Mumbai,Peak,0.0,0.0,1.0,43,Approved
2024-10-08,2024-12-11,Student,Brazil,Beijing,Peak,0.0,0.0,1.0,64,Approved
2024-02-02,2024-05-13,Work,Brazil,Beijing,Peak,0.0,0.0,,101,Approved
2024-10-20,2024-12-17,Student,Australia,Sydney,Peak,0.0,0.0,0.0,58,Approved
2024-07-04,2024-09-09,Business,China,Paris,Peak,1.0,0.0,0.0,67,Approved
2024-10-14,2024-12-24,Business,China,Berlin,Peak,1.0,0.0,0.0,71,Approved
2024-08-17,2024-09-28,Student,UK,Mumbai,Off-Peak,1.0,1.0,1.0,42,Denied
2024-01-05,2024-02-13,Business,Germany,London,Off-Peak,1.0,0.0,1.0,39,Approved
2024-09-21,2024-12-24,Work,Brazil,Delhi,Off-Peak,1.0,0.0,1.0,94,Denied
2024-08-15,2024-10-13,Business,China,London,Peak,1.0,0.0,1.0,59,Approved
2024-07-25,2024-09-25,Business,Brazil,Delhi,Peak,0.0,0.0,0.0,62,Approved
2024-11-27,2025-02-15,Student,China,Delhi,Off-Peak,1.0,0.0,0.0,80,Denied
2024-02-11,2024-04-08,Tourist,China,Delhi,Peak,1.0,0.0,1.0,57,Denied
2024-03-10,2024-03-28,Business,Germany,Paris,Peak,0.0,1.0,1.0,18,Approved
2024-12-26,2025-02-27,Work,Brazil,Mumbai,Peak,0.0,1.0,1.0,63,Denied
2024-02-19,2024-04-10,Student,Germany,Sydney,Off-Peak,1.0,0.0,1.0,51,Denied
2024-12-27,2025-03-07,Work,Brazil,Beijing,Off-Peak,1.0,1.0,1.0,70,Approved
2024-06-30,2024-10-07,Work,India,London,Off-Peak,1.0,,0.0,99,Denied
2024-04-13,2024-05-30,Tourist,China,Paris,Peak,0.0,0.0,0.0,47,Denied
2024-05-15,2024-05-28,Tourist,UK,Paris,Off-Peak,1.0,1.0,1.0,13,Approved
2024-06-12,2024-08-17,Work,India,Beijing,Off-Peak,,1.0,0.0,66,Approved
2024-01-19,2024-02-25,Student,UK,Sydney,Off-Peak,0.0,0.0,,37,Approved
2024-08-28,2024-10-07,Business,India,Berlin,Peak,1.0,,1.0,40,Approved
2024-12-10,2025-03-17,Work,USA,Delhi,Off-Peak,1.0,0.0,,97,Approved
2024-12-08,2025-01-29,Work,USA,Mumbai,Off-Peak,0.0,1.0,1.0,52,Approved
2024-10-17,2025-01-01,Work,Germany,Delhi,Off-Peak,1.0,1.0,0.0,76,Approved
2024-11-27,2024-12-27,Student,USA,Paris,Peak,0.0,1.0,,30,Approved
2024-07-30,2024-10-12,Work,USA,London,Off-Peak,1.0,1.0,0.0,74,Approved
2024-11-22,2025-02-18,Work,Australia,Beijing,Peak,,1.0,0.0,88,Denied
2024-09-04,2024-10-08,Tourist,Australia,Delhi,Off-Peak,1.0,1.0,0.0,34,Approved
2024-04-30,2024-06-17,Business,China,Paris,Peak,1.0,,0.0,48,Approved
2024-10-19,2025-01-04,Work,Germany,London,Peak,0.0,0.0,1.0,77,Approved
2024-01-17,2024-02-19,Tourist,Germany,Berlin,Off-Peak,,0.0,0.0,33,Approved
2024-12-24,2025-02-12,Business,Brazil,Mumbai,Peak,0.0,0.0,1.0,50,Approved
2024-06-14,2024-09-01,Student,Brazil,Paris,Peak,,0.0,0.0,79,Approved
2024-07-30,2024-10-01,Student,Australia,London,Peak,0.0,0.0,,63,Approved
2024-11-17,2025-01-15,Student,Australia,London,Peak,0.0,0.0,0.0,59,Approved
2024-11-10,2024-12-04,Tourist,France,Berlin,Peak,1.0,1.0,1.0,24,Approved
2024-10-05,2024-12-18,Work,UK,Berlin,Off-Peak,0.0,0.0,0.0,74,Approved
2024-08-06,2024-10-11,Work,Germany,London,Off-Peak,0.0,0.0,1.0,66,Approved
2024-10-18,2025-01-04,Student,China,Sydney,Peak,1.0,0.0,0.0,78,Denied
2024-11-02,2025-01-05,Student,Australia,Sydney,Off-Peak,1.0,0.0,0.0,64,Approved
2024-11-12,2024-12-23,Student,China,Beijing,Off-Peak,0.0,,0.0,41,Approved
2024-10-22,2024-12-20,Work,China,Berlin,Off-Peak,0.0,1.0,0.0,59,Approved
2024-02-10,2024-04-10,Work,USA,London,Off-Peak,1.0,1.0,1.0,60,Approved
2024-01-29,2024-04-11,Student,Brazil,Paris,Off-Peak,1.0,0.0,0.0,73,Approved
2024-03-27,2024-04-20,Business,Australia,Beijing,Peak,0.0,,,24,Approved
2024-04-30,2024-08-03,Work,Brazil,Mumbai,Peak,1.0,1.0,0.0,95,Approved
2024-07-22,2024-09-16,Business,USA,Paris,Off-Peak,,0.0,0.0,56,Approved
2024-12-10,2025-01-02,Tourist,India,Beijing,Peak,0.0,1.0,1.0,23,Approved
2024-07-18,2024-09-19,Work,India,Beijing,Peak,0.0,1.0,1.0,63,Approved
2024-04-13,2024-06-01,Student,France,Mumbai,Peak,0.0,1.0,0.0,49,Approved
2024-03-01,2024-04-09,Student,USA,Beijing,Peak,0.0,1.0,,39,Approved
2024-08-15,2024-10-05,Student,France,Beijing,Off-Peak,1.0,1.0,0.0,51,Denied
2024-09-01,2024-09-17,Tourist,China,London,Off-Peak,,1.0,1.0,16,Approved
2024-02-20,2024-04-22,Student,UK,Berlin,Peak,0.0,0.0,0.0,62,Denied
2024-07-29,2024-08-07,Tourist,China,Mumbai,Off-Peak,,1.0,1.0,9,Denied
2024-10-26,2024-12-25,Student,Brazil,Beijing,Off-Peak,,1.0,0.0,60,Denied
2024-09-08,2024-10-25,Student,China,Berlin,Off-Peak,0.0,0.0,1.0,47,Denied
2024-09-06,2024-11-05,Business,Germany,Beijing,Off-Peak,1.0,0.0,0.0,60,Approved
2024-02-28,2024-04-03,Student,UK,Beijing,Off-Peak,0.0,1.0,0.0,35,Denied
2024-09-07,2024-10-07,Tourist,Australia,Beijing,Off-Peak,,,0.0,30,Approved
2024-03-24,2024-04-22,Tourist,Australia,Beijing,Off-Peak,0.0,0.0,1.0,29,Denied
2024-10-10,2024-11-03,Tourist,France,Delhi,Off-Peak,,1.0,1.0,24,Denied
2024-03-27,2024-04-05,Tourist,USA,Mumbai,Off-Peak,0.0,,1.0,9,Approved
2024-07-23,2024-09-14,Student,Australia,Berlin,Off-Peak,0.0,,0.0,53,Approved
2024-05-23,2024-08-06,Student,Australia,Beijing,Off-Peak,1.0,0.0,0.0,75,Approved
2024-08-16,2024-11-11,Work,Australia,Sydney,Peak,0.0,0.0,0.0,87,Approved
2024-10-12,2025-01-07,Work,Germany,Sydney,Peak,1.0,0.0,1.0,87,Approved
2024-08-23,2024-10-05,Student,France,London,Peak,1.0,1.0,1.0,43,Approved
2024-12-02,2025-01-10,Student,Germany,Berlin,Off-Peak,0.0,0.0,1.0,39,Denied
2024-08-22,2024-11-14,Work,USA,London,Peak,0.0,0.0,,84,Approved
2024-08-25,2024-10-12,Tourist,France,Mumbai,Peak,0.0,0.0,0.0,48,Approved
2024-03-22,2024-04-30,Tourist,India,Mumbai,Peak,1.0,,1.0,39,Approved
2024-09-07,2024-11-02,Student,Germany,Sydney,Peak,1.0,,0.0,56,Approved
2024-07-01,2024-08-02,Student,France,Sydney,Peak,0.0,1.0,1.0,32,Approved
2024-01-14,2024-01-22,Tourist,UK,Paris,Off-Peak,0.0,1.0,0.0,8,Approved
2024-11-23,2025-02-02,Business,Germany,Delhi,Peak,1.0,0.0,0.0,71,Approved
2024-09-08,2024-11-04,Student,China,Sydney,Peak,0.0,0.0,1.0,57,Approved
2024-07-09,2024-08-07,Business,France,Paris,Peak,0.0,1.0,0.0,29,Approved
2024-03-05,2024-04-21,Student,China,Berlin,Peak,1.0,1.0,1.0,47,Approved
2024-12-22,2025-01-30,Business,China,London,Peak,1.0,,1.0,39,Approved
2024-08-22,2024-09-07,Tourist,UK,London,Off-Peak,0.0,,1.0,16,Approved
2024-07-15,2024-08-27,Tourist,UK,Paris,Peak,1.0,0.0,1.0,43,Denied
2024-11-07,2025-02-03,Work,Germany,Mumbai,Off-Peak,,,1.0,88,Approved
2024-01-18,2024-01-29,Tourist,India,Berlin,Peak,0.0,1.0,1.0,11,Approved
2024-02-23,2024-03-08,Tourist,Australia,Sydney,Off-Peak,0.0,1.0,0.0,14,Denied
2024-11-04,2024-11-27,Tourist,Australia,Sydney,Peak,0.0,1.0,0.0,23,Approved
2024-02-22,2024-05-06,Work,Germany,Delhi,Peak,,1.0,1.0,74,Approved
2024-07-13,2024-09-08,Business,Brazil,Beijing,Peak,1.0,1.0,,57,Approved
2024-03-18,2024-05-23,Student,Brazil,Paris,Peak,1.0,0.0,1.0,66,Approved
2024-05-12,2024-07-14,Student,Australia,Sydney,Peak,1.0,0.0,1.0,63,Approved
2024-05-22,2024-08-22,Work,Brazil,Mumbai,Peak,1.0,1.0,0.0,92,Approved
2024-10-03,2024-10-09,Business,UK,Paris,Off-Peak,0.0,1.0,1.0,6,Approved
2024-04-10,2024-04-13,Tourist,France,Sydney,Off-Peak,0.0,1.0,1.0,3,Approved
2024-01-20,2024-03-09,Tourist,China,Sydney,Off-Peak,1.0,0.0,0.0,49,Denied
2024-02-05,2024-03-18,Business,China,Beijing,Peak,0.0,,0.0,42,Approved
2024-11-04,2024-11-19,Business,Brazil,Sydney,Off-Peak,0.0,1.0,1.0,15,Approved
2024-12-12,2024-12-15,Tourist,UK,Sydney,Off-Peak,0.0,1.0,1.0,3,Approved
2024-09-24,2024-10-21,Business,Brazil,Delhi,Peak,0.0,1.0,1.0,27,Approved
2024-02-17,2024-05-14,Work,France,Berlin,Peak,0.0,0.0,0.0,87,Denied
2024-05-26,2024-08-03,Work,France,London,Off-Peak,1.0,1.0,0.0,69,Denied
2024-07-28,2024-09-05,Business,Germany,London,Off-Peak,,0.0,1.0,39,Approved
2024-04-18,2024-07-31,Work,UK,Berlin,Peak,1.0,0.0,0.0,104,Denied
2024-06-28,2024-08-27,Work,UK,Delhi,Off-Peak,0.0,1.0,0.0,60,Approved
2024-10-26,2025-01-28,Work,China,Delhi,Off-Peak,1.0,0.0,,94,Approved
2024-05-19,2024-06-25,Student,Australia,Beijing,Peak,0.0,,1.0,37,Approved
2024-07-09,2024-09-28,Work,France,Berlin,Off-Peak,1.0,0.0,1.0,81,Denied
2024-11-11,2024-12-18,Tourist,Australia,London,Off-Peak,1.0,0.0,1.0,37,Approved
2024-01-18,2024-03-23,Student,India,Sydney,Peak,0.0,0.0,,65,Approved
2024-12-29,2025-02-05,Tourist,Brazil,Delhi,Peak,1.0,1.0,1.0,38,Approved
2024-08-28,2024-10-07,Business,France,Berlin,Peak,0.0,0.0,1.0,40,Approved
2024-01-25,2024-03-06,Student,India,Mumbai,Peak,0.0,1.0,1.0,41,Approved
2024-04-11,2024-05-26,Business,Australia,Delhi,Off-Peak,0.0,0.0,0.0,45,Approved
2024-10-24,2025-01-05,Work,Australia,London,Off-Peak,1.0,1.0,0.0,73,Denied
2024-12-22,2025-01-29,Business,USA,Mumbai,Peak,0.0,1.0,0.0,38,Approved
2024-05-17,2024-06-11,Business,UK,Paris,Off-Peak,0.0,0.0,1.0,25,Approved
2024-10-26,2025-01-05,Tourist,China,Beijing,Peak,1.0,0.0,0.0,71,Denied
2024-03-05,2024-05-12,Work,France,Sydney,Off-Peak,1.0,1.0,0.0,68,Denied
2024-02-14,2024-04-17,Business,UK,Beijing,Off-Peak,,0.0,0.0,63,Denied
2024-11-12,2024-12-22,Business,China,Paris,Off-Peak,1.0,1.0,0.0,40,Approved
2024-09-05,2024-12-08,Work,USA,Delhi,Peak,,0.0,1.0,94,Denied
2024-07-21,2024-09-02,Work,France,London,Off-Peak,0.0,1.0,1.0,43,Approved
2024-04-19,2024-07-19,Work,India,Delhi,Peak,1.0,1.0,0.0,91,Approved
2024-12-12,2025-02-06,Student,India,Beijing,Off-Peak,1.0,1.0,0.0,56,Approved
2024-10-10,2024-12-31,Work,UK,Delhi,Off-Peak,0.0,,0.0,82,Approved
2024-01-17,2024-03-02,Tourist,UK,Sydney,Peak,1.0,0.0,1.0,45,Denied
2024-01-08,2024-02-08,Tourist,UK,Mumbai,Peak,0.0,1.0,0.0,31,Approved
2024-06-16,2024-07-30,Tourist,Brazil,London,Peak,1.0,1.0,0.0,44,Approved
